uid	text_value
0ZYlVyyfa8PvejkRDVU9oRgbQK93	I did really well at work organizing and getting stuff done and I finished the taxes and we don't know as much as I thought which is great. 
0ZYlVyyfa8PvejkRDVU9oRgbQK93	I'm just starting so I don't know. 
0a11whOLTab9mBg7hcpmkfEn0Zi2	Not often enough, maybe once or twice a year
0a11whOLTab9mBg7hcpmkfEn0Zi2	That’s not quite what I said, but I want to be proud of myself, and my contributions, and currently I am not. And life is not promised. 
0a11whOLTab9mBg7hcpmkfEn0Zi2	I didn’t say that, I said I scolded my brother. But I scolded him twice.
0a11whOLTab9mBg7hcpmkfEn0Zi2	It was pretty unproductive, I didn’t do any homework, I scolded my brother twice. I suspect my mother is still angry at me, but I spent time with my sister. So it wasn’t all bad.
0a11whOLTab9mBg7hcpmkfEn0Zi2	I thought about what would happen if the world ended tomorrow, or if I died. I wouldn’t be satisfied with my life, or my contributions.
0a11whOLTab9mBg7hcpmkfEn0Zi2	I am a psychology student, so I love learning about psychology. I also love to read fiction novels. 
0a11whOLTab9mBg7hcpmkfEn0Zi2	I’m trying to manage my anxiety and depression.
0a11whOLTab9mBg7hcpmkfEn0Zi2	I got angry today. I didn’t feel in control of my emotions.
0a11whOLTab9mBg7hcpmkfEn0Zi2	I like to think that I am extremely empathetic
0a11whOLTab9mBg7hcpmkfEn0Zi2	I’ve felt stuck in a rut due to my mind for so long, I want to succeed. I want to change. 
0a11whOLTab9mBg7hcpmkfEn0Zi2	That I am back in school, and able to attend school. 
0a11whOLTab9mBg7hcpmkfEn0Zi2	Overall, I don’t feel confident in my abilities, in who I am, or how I look. 
0a11whOLTab9mBg7hcpmkfEn0Zi2	I think it would change everything completely, and for the better. 
0ahj7fMlikTAWjziyjaCXeQPQY93	My boyfriend's friend Anthony. 
0ahj7fMlikTAWjziyjaCXeQPQY93	If she inherited the money for her family next that would make me happy
0ahj7fMlikTAWjziyjaCXeQPQY93	We both have a hard time communicating what we need
0ahj7fMlikTAWjziyjaCXeQPQY93	Cris’s mom wanted to know my skincare routine she likes my drawings too 
0ahj7fMlikTAWjziyjaCXeQPQY93	I am committed to always respecting myself. 
0ahj7fMlikTAWjziyjaCXeQPQY93	I just feel useless all i do is mope around all day and be upset i miss how me and cris started out he doesnt seem happy with me anymore he puts less effort into the little things that mean so much like asking if im ok touching me in a way that feels sweet looking at me with those big beautiful brown eyes he doesnt love me anymore he would be happier with someone else
0ahj7fMlikTAWjziyjaCXeQPQY93	I would still eat its yummy
0ahj7fMlikTAWjziyjaCXeQPQY93	We would be free from struggling
0ahj7fMlikTAWjziyjaCXeQPQY93	I dont leave the house much
0ahj7fMlikTAWjziyjaCXeQPQY93	I dont have anything to do today
0ahj7fMlikTAWjziyjaCXeQPQY93	I feel like im lazy a bad parent too sensitive i cant take care of myself my body is hideous and no one could love me
0ahj7fMlikTAWjziyjaCXeQPQY93	Felt like a bad parent boyfriend harsh with me
0ahj7fMlikTAWjziyjaCXeQPQY93	Way too much im in fear of the retaliation of what people think of me
0ahj7fMlikTAWjziyjaCXeQPQY93	No im too sensitive everything hurts my feelings
0ahj7fMlikTAWjziyjaCXeQPQY93	I want more self confidence and the ability to communicate what i need from others
0ahj7fMlikTAWjziyjaCXeQPQY93	To put what’s really important first
0ahj7fMlikTAWjziyjaCXeQPQY93	Kind respectful reliable trustworthy loyal 
0ahj7fMlikTAWjziyjaCXeQPQY93	The way i obsess about tiny things
0ahj7fMlikTAWjziyjaCXeQPQY93	Make me rich so my family can relax without struggling me cris and reyna could go on vacation together without worries
0ahj7fMlikTAWjziyjaCXeQPQY93	I will not allow my mind to believe my body. 
0ahj7fMlikTAWjziyjaCXeQPQY93	They where in a abusive relationship 
0ahj7fMlikTAWjziyjaCXeQPQY93	I feel like me and cris are growing apart and my parents are going through a rough divorce 
0ahj7fMlikTAWjziyjaCXeQPQY93	It was a long story but not very good. They had a very toxic relationship when I was growing up. 
0ahj7fMlikTAWjziyjaCXeQPQY93	Not really. He doesn't have many friends though. What you have Anthony is Anthony my heart Anthony and I do not like him. 
0bHxu3dDPTUJFnzISXHnMWqnNll2	Setting up my device. I suppose the only question left that I have for you is how did you discover it in words? I suppose the only question left that I have for you is how did you discover in words? 
0cDMDMqQwTY9I1Wu6oFqoXv3oSh2	I think thoughts of my dental appointment tomorrow is triggering it 
0cDMDMqQwTY9I1Wu6oFqoXv3oSh2	I told myself to calm down that it Was all in my head and I was okay. Crying only stops up your nose which makes it harder to breathe. Cohen told me I was okay.
0cDMDMqQwTY9I1Wu6oFqoXv3oSh2	It will pass. Don’t cry. Crying makes it harder to breathe. Breathe slowly. Don’t get worked up. Talk about it with Cohen. You’ll be OKAY. I promise. 
0cDMDMqQwTY9I1Wu6oFqoXv3oSh2	Difficulty breathing and feelings of fear
0cDMDMqQwTY9I1Wu6oFqoXv3oSh2	I felt like I was going to pass out in the gas station but I kept telling myself I was okay and I didn’t pass out. I cried. But I was okay. Just afraid.
0dsu4EFLoqRS9M59jwugCX6MdMi2	Things that are change and shifted for the better, I think. Thing where I am career-wise is something that's new over the last, you know, six to eight months and that's been a good thing. It's been a hard shift, but I'm growing I'm learning from that ending the toxic relationship that I was in I think is the right thing to do, but it hurts really bad. I think that those are probably the only thing. 
0dsu4EFLoqRS9M59jwugCX6MdMi2	Well, I'm happy about my job because I worked really hard to get it and it's something that I really wanted for a very long time. And now I've achieved it. Most days are good. Some days are great. But I think you were happy and I'm happy because it's not something many people are. Not too many people are able to do and I'm doing it and living as far as my career goes. I'm essentially living room. 
0dsu4EFLoqRS9M59jwugCX6MdMi2	I already told you why Remy? 
0dsu4EFLoqRS9M59jwugCX6MdMi2	Right now I feel like I don't. No, 100% who I am and what I'm doing so much of what I've been doing the past several years has changed and shifted and kind of abruptly so I would say that I am somebody who cares about other people and somebody who thinks it's my heart and somebody who is always willing to give anything any person in any situation which a fair chance. And yes. I think that's what I would say about myself. 
0dsu4EFLoqRS9M59jwugCX6MdMi2	Social anxiety and just feelings of loneliness and now sadness as well. 
0dsu4EFLoqRS9M59jwugCX6MdMi2	I think that today could have been made better if I was able to focus more if I didn't feel so sad. 
0dsu4EFLoqRS9M59jwugCX6MdMi2	I was really looking forward to traveling this year to China and then maybe you know elsewhere later in the year when I have no more vacation time, but that's not going to happen anymore. So I'll be traveling elsewhere. So I'm looking. I'm really looking forward to that and I'm just looking forward to self growth. 
0dsu4EFLoqRS9M59jwugCX6MdMi2	meeting new people exploring a new place in the world and experiencing their culture their food and and just having an experience 
0fpaj8BbskaHLrvEa0gdMoKJO9l1	I'm really hot. I mean really disassociate person from reality. reality is a fundamental aspect in life her connection with reality this time of the last pick in life to get 62 anything to Be able to do anything you are not connect with reality than well. Suicide the only option that's the only for you and answer that the reality no life no life. No forgetting purpose and no purpose. Shouldn't exist. 
0fpaj8BbskaHLrvEa0gdMoKJO9l1	That's a question. I can't give an answer for because it can be perceived. However you want. you just most would consider a inner being of light or power that fuels your life I considered to be a interdimensional ask Cafe where it's not a Living thing but it is you is what you are in a fundamental form if they were to break you down. You have your physical being You have your inner being? which is just your When you die, the only thing that disappears is your inner being is the best way I can explain it. 
0fpaj8BbskaHLrvEa0gdMoKJO9l1	happiness is located in the Soul Your Inner being and until you can reach a comfortability of your connectivity to your inner being and your exterior Personality then we'll be happy. 
0fpaj8BbskaHLrvEa0gdMoKJO9l1	I never been to the beach. 
0fpaj8BbskaHLrvEa0gdMoKJO9l1	well When you're connected to reality the perceived reality is not shared because of the fact that your perception is of your friend angle a non real non. physical reality-based perception is so much more we label for everybody because it's he phases of friend what we are we are just animals that have evolved past the animalistic lifestyle to Open our own minds, but they'll work the same and fundamentally. Just we all choose the same paths. but we are all people we all feel and we all accept that reality is what we perceive even though it's not what we can't perceive that is real. 
0fpaj8BbskaHLrvEa0gdMoKJO9l1	I have to know my purpose first. 
0fpaj8BbskaHLrvEa0gdMoKJO9l1	Livin Life man, just because I had to be alive for another day to spread positivity to the world. 
0fpaj8BbskaHLrvEa0gdMoKJO9l1	Everything is wonderful. Just the way it is. 
0fpaj8BbskaHLrvEa0gdMoKJO9l1	I'm feeling grateful for the people that are helping me get through life playing grateful for my friend and boss Tanner. and my dad and just about all my family members are supporting me through my Endeavors of figuring out life. 
0fpaj8BbskaHLrvEa0gdMoKJO9l1	journaling now I do not push myself hard enough on anything until it comes down to a perception of me. When it comes down to working hard for somebody else I do everything I can to. Impress the person I work for. 
0fpaj8BbskaHLrvEa0gdMoKJO9l1	negatively cuz for the most part my days are spent. Doing nothing. My days don't exist, basically. 
0fpaj8BbskaHLrvEa0gdMoKJO9l1	the interconnectivity that we really share not necessarily the personal connection even just d Reality, we are all one or just on different track. 
0fpaj8BbskaHLrvEa0gdMoKJO9l1	I want to bring happiness and positivity to the world. Did that one person in this new age of negativity and hatefulness to? Shine through it. 
0fpaj8BbskaHLrvEa0gdMoKJO9l1	Cute that you look up to anyway specific. I look up to certain kinds of people. but you know, it's like a admire specific character traits Goodnight characters. I really think of that. Admiral Admiral my Rebel phone is in my opinion would be Joe Rogan net worth looking for answers like that, I guess but not really am people that are actually admire mobile. 
